state,state_fips,fips,county,NAME,disease,season,season_start_year,outcome_per_100k,total_cases,total_cases_per_100k,peak_week_cases,peak_week_cases_per_100k,weeks_active,time_to_peak,outbreak_steepness,pct_type_a,pct_weeks_high_level,mean_admissions_per_100k,pop_density_per_sqmi,median_age,pct_elderly,avg_household_size,median_income,poverty_rate,unemployment_rate,public_transport_pct,pct_bachelors_plus,pct_non_white,pct_foreign_born,pct_checkup,pct_obesity,pct_diabetes,pct_copd,pct_chd,pct_csmoking,pop_total,land_area_sqmi,outbreak
PA,42,42025,Carbon County,"Carbon County, Pennsylvania",COVID,2022-2023,2022,6021.9,,6021.920000000001,,224.36,48.0,,,,6.0,10.8,170.51,46.3,21.58,2.41,64538,11.61,6.92,0.27,13.55,8.25,3.55,79.2,34.7,12.4,9.3,8.7,17.6,65018,381.324,1
PA,42,42027,Centre County,"Centre County, Pennsylvania",COVID,2022-2023,2022,4860.0,,4860.049999999999,,242.63,48.0,,,,2.0,7.354,143.3,33.3,15.07,2.39,70087,14.95,3.97,4.04,28.3,14.2,8.33,76.9,31.5,8.7,6.5,6.0,15.1,158665,1107.259,0
PA,42,42029,Chester County,"Chester County, Pennsylvania",COVID,2022-2023,2022,4033.6,,4033.630000000001,,190.48,48.0,,,,0.0,10.657999999999998,714.78,40.7,16.97,2.6,118574,5.81,3.96,1.62,38.44,19.54,9.66,77.3,29.6,9.2,5.1,5.9,10.6,536474,750.546,0
PA,42,42031,Clarion County,"Clarion County, Pennsylvania",COVID,2022-2023,2022,4063.7,,4063.71,,205.53,48.0,,,,2.0,8.378,62.39,41.5,20.05,2.43,58690,13.18,5.55,0.3,15.46,4.73,0.86,77.7,34.5,11.3,8.9,8.3,18.0,37489,600.836,0
PA,42,42033,Clearfield County,"Clearfield County, Pennsylvania",COVID,2022-2023,2022,6175.0,,6175.009999999999,,261.18,48.0,,,,6.0,7.354,69.6,45.2,21.07,2.36,56982,12.89,6.02,0.18,14.27,6.74,1.97,78.8,37.2,13.0,10.6,9.3,20.0,79707,1145.16,1
PA,42,42035,Clinton County,"Clinton County, Pennsylvania",COVID,2022-2023,2022,5099.4,,5099.38,,238.14,48.0,,,,10.0,11.238,42.56,39.8,19.31,2.44,59011,12.6,5.35,0.35,13.4,5.06,1.51,78.0,33.7,10.8,8.6,7.6,18.4,37860,889.63,0
PA,42,42037,Columbia County,"Columbia County, Pennsylvania",COVID,2022-2023,2022,6163.4,,6163.41,,263.22,48.0,,,,2.0,9.264,134.36,41.3,19.94,2.36,59457,14.34,4.76,0.33,17.07,6.89,2.35,78.9,36.0,11.1,8.5,8.0,16.4,64924,483.222,1
PA,42,42039,Crawford County,"Crawford County, Pennsylvania",COVID,2022-2023,2022,5631.7,,5631.650000000001,,272.96,48.0,,,,14.0,12.647999999999998,82.85,43.6,21.56,2.42,58734,12.17,5.64,0.64,14.46,5.82,1.27,79.1,37.4,12.2,9.6,8.7,19.5,83876,1012.355,0
PA,42,42041,Cumberland County,"Cumberland County, Pennsylvania",COVID,2022-2023,2022,4442.5,,4442.530000000001,,163.0,48.0,,,,0.0,7.0120000000000005,478.97,40.3,18.66,2.38,82849,7.35,3.68,0.43,26.93,15.35,6.69,78.6,32.8,10.2,6.9,6.7,14.1,261269,545.482,0
PA,42,42043,Dauphin County,"Dauphin County, Pennsylvania",COVID,2022-2023,2022,4539.0,,4539.0,,183.26,48.0,,,,0.0,7.0120000000000005,545.1,39.4,17.45,2.37,71046,11.97,4.32,1.5,23.08,33.48,8.68,79.3,34.1,12.2,7.9,7.5,17.1,286108,524.87,0
PA,42,42045,Delaware County,"Delaware County, Pennsylvania",COVID,2022-2023,2022,4670.5,,4670.500000000001,,223.2,48.0,,,,2.0,10.657999999999998,3129.91,39.0,16.75,2.56,86390,9.31,6.79,7.44,27.83,34.27,10.76,79.6,30.9,10.8,5.5,6.1,12.5,575312,183.811,0
PA,42,42047,Elk County,"Elk County, Pennsylvania",COVID,2022-2023,2022,4677.3,,4677.34,,217.32,48.0,,,,6.0,6.545999999999999,37.35,48.2,22.75,2.26,61672,8.85,6.5,0.43,13.6,3.99,0.91,79.8,38.3,12.7,10.1,9.3,17.9,30886,826.901,0
PA,42,42049,Erie County,"Erie County, Pennsylvania",COVID,2022-2023,2022,4912.3,,4912.32,,222.82,48.0,,,,2.0,7.93,338.58,39.9,18.75,2.35,59396,14.66,5.47,1.4,20.41,15.86,4.38,80.4,36.5,11.6,8.5,8.2,17.8,270495,798.901,0
PA,42,42051,Fayette County,"Fayette County, Pennsylvania",COVID,2022-2023,2022,5994.2,,5994.23,,349.64,48.0,,,,14.0,8.235999999999999,162.4,45.2,21.84,2.25,55579,15.64,7.21,1.2,13.74,9.52,1.6,80.6,34.7,13.2,10.7,9.0,20.7,128417,790.758,1
PA,42,42053,Forest County,"Forest County, Pennsylvania",COVID,2022-2023,2022,3987.9,,3987.89,,496.76,46.0,,,,6.0,8.378,16.29,46.2,22.89,2.49,46188,12.66,4.29,0.0,9.51,28.41,3.25,77.6,39.7,13.6,10.0,9.3,21.8,6959,427.259,0
PA,42,42055,Franklin County,"Franklin County, Pennsylvania",COVID,2022-2023,2022,6841.4,,6841.399999999999,,278.66,48.0,,,,6.0,7.136,202.1,42.2,19.8,2.46,71808,8.88,3.42,0.22,16.21,10.64,3.71,78.6,38.9,11.5,8.3,7.8,18.5,156084,772.299,1
PA,42,42057,Fulton County,"Fulton County, Pennsylvania",COVID,2022-2023,2022,6063.3,,6063.3,,419.82,46.0,,,,8.0,7.136,33.24,45.7,21.84,2.37,63153,10.66,3.7,0.25,11.86,5.25,0.78,79.1,35.6,11.6,8.6,8.4,17.2,14545,437.551,1
PA,42,42059,Greene County,"Greene County, Pennsylvania",COVID,2022-2023,2022,6102.2,,6102.219999999999,,353.27,48.0,,,,8.0,8.235999999999999,62.13,43.1,19.72,2.33,66283,11.76,5.17,0.24,15.07,7.53,0.68,78.8,35.6,12.0,9.6,8.7,18.7,35781,575.932,1
PA,42,42061,Huntingdon County,"Huntingdon County, Pennsylvania",COVID,2022-2023,2022,4968.6,,4968.5599999999995,,234.8,48.0,,,,10.0,11.472,50.45,43.6,21.17,2.48,61300,10.02,5.09,0.12,13.09,9.46,1.02,78.4,35.0,11.5,8.4,8.1,18.8,44123,874.592,0
PA,42,42063,Indiana County,"Indiana County, Pennsylvania",COVID,2022-2023,2022,4994.4,,4994.45,,241.46,48.0,,,,2.0,7.949999999999999,100.79,39.6,19.74,2.41,57170,12.11,6.46,0.24,17.09,6.89,1.82,79.5,37.7,10.9,8.2,7.9,15.4,83394,827.405,0
PA,42,42065,Jefferson County,"Jefferson County, Pennsylvania",COVID,2022-2023,2022,4974.1,,4974.09,,207.25,48.0,,,,0.0,7.354,67.94,43.7,21.33,2.42,56607,13.84,5.37,0.59,12.1,3.18,0.45,78.5,35.7,12.6,10.2,9.3,20.2,44326,652.439,0
PA,42,42067,Juniata County,"Juniata County, Pennsylvania",COVID,2022-2023,2022,3884.8,,3884.84,,214.03,48.0,,,,14.0,11.472,60.13,42.7,20.56,2.63,61915,8.85,3.13,0.13,10.05,5.86,2.5,78.5,36.0,12.3,9.6,8.8,18.8,23535,391.391,0
PA,42,42069,Lackawanna County,"Lackawanna County, Pennsylvania",COVID,2022-2023,2022,6275.0,,6274.95,,237.99,48.0,,,,4.0,9.156,469.99,41.9,20.01,2.36,63739,12.52,4.82,0.97,21.07,14.74,5.76,78.9,32.8,11.5,8.1,7.7,16.5,215672,458.886,1
PA,42,42071,Lancaster County,"Lancaster County, Pennsylvania",COVID,2022-2023,2022,5027.3,,5027.28,,187.46,48.0,,,,0.0,3.4640000000000004,586.07,39.0,18.81,2.58,81458,7.99,3.38,0.81,20.68,15.58,5.5,77.9,35.1,10.6,7.3,7.4,15.2,553202,943.924,0
PA,42,42073,Lawrence County,"Lawrence County, Pennsylvania",COVID,2022-2023,2022,4735.0,,4735.029999999999,,224.53,48.0,,,,2.0,4.834,240.38,45.0,22.53,2.33,57585,12.02,6.78,0.56,15.85,8.69,1.41,80.3,35.5,12.5,9.2,8.8,17.7,85907,357.373,0
PA,42,42075,Lebanon County,"Lebanon County, Pennsylvania",COVID,2022-2023,2022,6006.6,,6006.64,,227.09,48.0,,,,4.0,7.0120000000000005,395.92,41.3,19.85,2.53,72532,10.62,4.4,0.64,15.71,16.82,4.26,79.1,36.8,11.5,7.7,7.8,15.2,143258,361.835,1
PA,42,42077,Lehigh County,"Lehigh County, Pennsylvania",COVID,2022-2023,2022,5121.3,,5121.329999999999,,179.25,48.0,,,,0.0,10.8,1083.31,38.9,16.94,2.57,74973,11.65,5.77,1.6,22.06,30.5,12.91,78.1,34.0,11.6,7.2,7.0,16.0,374110,345.341,0
PA,42,42079,Luzerne County,"Luzerne County, Pennsylvania",COVID,2022-2023,2022,5756.5,,5756.4800000000005,,225.89,48.0,,,,4.0,9.264,365.66,42.2,19.84,2.37,60836,14.39,5.86,0.8,17.44,19.42,8.3,78.9,38.2,12.0,8.5,8.0,17.5,325396,889.876,1
PA,42,42081,Lycoming County,"Lycoming County, Pennsylvania",COVID,2022-2023,2022,5224.2,,5224.2300000000005,,211.83,48.0,,,,8.0,11.238,92.78,41.4,19.96,2.36,63437,11.77,5.31,0.99,17.13,10.25,2.03,79.3,35.5,11.4,8.5,8.0,16.5,114022,1228.92,0
PA,42,42083,McKean County,"McKean County, Pennsylvania",COVID,2022-2023,2022,3588.9,,3588.91,,221.54,48.0,,,,4.0,7.990000000000001,41.3,43.8,20.02,2.37,57861,13.21,5.28,0.47,13.89,6.06,1.81,79.6,35.9,11.8,8.8,8.4,16.0,40459,979.694,0
PA,42,42085,Mercer County,"Mercer County, Pennsylvania",COVID,2022-2023,2022,4367.4,,4367.39,,203.79,48.0,,,,36.0,16.642,164.45,45.0,22.4,2.26,57353,12.67,5.48,0.18,17.2,10.59,1.64,80.3,34.8,11.6,8.8,8.4,16.8,110600,672.538,0
PA,42,42087,Mifflin County,"Mifflin County, Pennsylvania",COVID,2022-2023,2022,6166.3,,6166.27,,234.08,48.0,,,,24.0,11.472,112.27,43.3,21.63,2.44,58012,16.41,3.91,0.2,9.23,5.2,0.78,79.5,38.3,13.0,10.3,9.3,20.8,46146,411.037,1
PA,42,42089,Monroe County,"Monroe County, Pennsylvania",COVID,2022-2023,2022,5718.0,,5717.959999999999,,239.62,48.0,,,,6.0,10.8,276.36,43.5,18.27,2.8,80656,11.13,6.31,3.49,18.77,30.57,10.22,80.2,37.5,12.6,7.5,7.4,15.8,168128,608.356,0
PA,42,42091,Montgomery County,"Montgomery County, Pennsylvania",COVID,2022-2023,2022,4665.7,,4665.7,,221.08,48.0,,,,2.0,10.657999999999998,1773.19,41.2,18.15,2.53,107441,6.11,4.53,3.37,36.23,24.08,10.94,78.2,31.5,10.3,6.6,6.7,12.5,856399,482.971,0
PA,42,42093,Montour County,"Montour County, Pennsylvania",COVID,2022-2023,2022,7153.0,,7153.01,,340.1,48.0,,,,18.0,12.74,139.38,43.2,20.99,2.28,72626,8.31,2.4,0.09,26.63,8.6,5.06,78.8,35.3,12.0,8.9,8.4,16.8,18165,130.331,1
PA,42,42095,Northampton County,"Northampton County, Pennsylvania",COVID,2022-2023,2022,5653.4,,5653.44,,190.31,48.0,,,,0.0,10.8,849.94,41.9,19.54,2.51,82201,8.83,4.65,1.29,23.0,21.09,8.25,77.7,33.0,10.9,6.9,7.1,14.6,314299,369.788,0
PA,42,42097,Northumberland County,"Northumberland County, Pennsylvania",COVID,2022-2023,2022,5942.1,,5942.129999999999,,223.46,48.0,,,,10.0,12.74,199.57,44.5,21.6,2.32,55952,11.9,4.74,0.38,13.53,7.96,1.23,79.2,37.9,12.5,9.7,8.8,19.2,91340,457.678,1
PA,42,42099,Perry County,"Perry County, Pennsylvania",COVID,2022-2023,2022,3576.7,,3576.68,,146.96,48.0,,,,0.0,7.0120000000000005,83.31,43.7,19.37,2.51,76103,8.08,3.39,0.19,13.15,4.87,1.21,78.0,35.1,11.2,8.7,8.1,17.8,45941,551.449,0
PA,42,42101,Philadelphia County,"Philadelphia County, Pennsylvania",COVID,2022-2023,2022,4609.6,,4609.65,,306.05,48.0,,,,6.0,10.657999999999998,11858.11,34.8,14.01,2.34,57537,22.08,8.65,19.8,22.99,62.91,14.61,78.8,34.2,14.6,8.3,7.1,18.4,1593208,134.356,0
PA,42,42103,Pike County,"Pike County, Pennsylvania",COVID,2022-2023,2022,4988.4,,4988.45,,177.39,48.0,,,,6.0,11.125999999999998,108.27,48.9,22.99,2.47,76416,9.92,8.5,1.76,20.63,17.71,7.49,80.3,34.0,12.4,7.7,8.2,14.6,58996,544.895,0
PA,42,42105,Potter County,"Potter County, Pennsylvania",COVID,2022-2023,2022,3570.1,,3570.1099999999997,,229.94,48.0,,,,0.0,7.990000000000001,15.16,48.1,24.87,2.45,56491,12.05,4.84,0.21,12.15,3.7,1.31,80.3,38.1,13.2,9.7,9.4,18.2,16390,1081.249,0
PA,42,42107,Schuylkill County,"Schuylkill County, Pennsylvania",COVID,2022-2023,2022,5356.6,,5356.56,,211.52,48.0,,,,2.0,12.74,183.93,44.2,20.65,2.39,63574,11.75,5.31,0.43,13.47,9.14,2.21,78.4,39.0,12.5,9.8,8.7,19.9,143201,778.579,0
PA,42,42109,Snyder County,"Snyder County, Pennsylvania",COVID,2022-2023,2022,3987.9,,3987.89,,262.56,48.0,,,,4.0,12.74,121.04,40.0,19.83,2.57,65914,7.79,2.18,0.3,14.03,4.54,1.12,78.7,35.5,11.3,8.4,7.9,15.3,39797,328.784,0
PA,42,42111,Somerset County,"Somerset County, Pennsylvania",COVID,2022-2023,2022,4717.7,,4717.7,,211.04,48.0,,,,2.0,7.552,68.65,46.7,23.08,2.4,57357,10.18,5.19,0.12,12.89,5.33,1.04,79.3,36.5,12.1,9.0,8.7,18.6,73802,1075.047,0
PA,42,42113,Sullivan County,"Sullivan County, Pennsylvania",COVID,2022-2023,2022,4698.4,,4698.35,,445.1,46.0,,,,22.0,14.51,13.07,55.0,29.29,2.24,62910,11.72,5.52,0.08,15.61,5.71,1.72,80.1,36.8,14.9,11.9,10.9,21.1,5880,449.939,0
PA,42,42115,Susquehanna County,"Susquehanna County, Pennsylvania",COVID,2022-2023,2022,4612.2,,4612.160000000001,,210.77,48.0,,,,16.0,14.51,46.8,48.5,24.17,2.44,63968,11.04,5.8,0.43,14.78,3.65,1.77,79.9,32.9,11.4,7.5,8.4,14.3,38540,823.496,0
PA,42,42117,Tioga County,"Tioga County, Pennsylvania",COVID,2022-2023,2022,4589.7,,4589.67,,214.33,48.0,,,,6.0,5.822,36.32,45.0,22.63,2.44,59707,11.96,4.51,0.5,15.26,3.73,1.46,79.5,38.5,12.8,10.3,9.4,18.6,41186,1133.892,0
PA,42,42119,Union County,"Union County, Pennsylvania",COVID,2022-2023,2022,3697.4,,3697.45,,129.11,48.0,,,,2.0,12.74,135.8,39.7,18.97,2.41,64914,8.7,3.46,0.27,16.96,11.2,3.08,76.6,33.7,10.7,8.3,7.7,17.5,42908,315.955,0
PA,42,42121,Venango County,"Venango County, Pennsylvania",COVID,2022-2023,2022,4780.2,,4780.15,,242.76,48.0,,,,2.0,8.378,74.86,47.6,23.7,2.31,59278,13.11,6.67,0.49,14.39,5.02,0.78,80.4,35.8,13.3,10.3,9.6,18.1,50475,674.265,0
PA,42,42123,Warren County,"Warren County, Pennsylvania",COVID,2022-2023,2022,5547.2,,5547.1900000000005,,318.95,48.0,,,,6.0,7.93,43.53,47.4,23.75,2.34,57925,11.4,4.33,0.61,13.95,4.73,1.4,79.8,34.5,12.5,9.7,9.2,18.5,38492,884.282,0
PA,42,42125,Washington County,"Washington County, Pennsylvania",COVID,2022-2023,2022,5533.1,,5533.07,,274.58,48.0,,,,12.0,8.235999999999999,244.61,44.2,21.2,2.34,74403,9.25,5.02,0.98,23.37,8.61,2.06,80.0,38.0,11.2,8.1,7.9,16.6,209631,857.01,0
PA,42,42127,Wayne County,"Wayne County, Pennsylvania",COVID,2022-2023,2022,5367.9,,5367.889999999999,,206.38,48.0,,,,2.0,9.156,70.58,48.8,24.61,2.43,59240,10.29,5.91,0.37,15.99,8.75,3.79,79.5,35.2,13.5,10.3,9.8,18.9,51227,725.769,0
PA,42,42129,Westmoreland County,"Westmoreland County, Pennsylvania",COVID,2022-2023,2022,5096.9,,5096.900000000001,,264.26,48.0,,,,4.0,7.949999999999999,344.86,47.2,23.38,2.26,69454,9.53,4.96,0.82,23.2,6.96,1.66,81.3,31.2,10.6,7.0,7.5,13.4,354414,1027.712,0
PA,42,42131,Wyoming County,"Wyoming County, Pennsylvania",COVID,2022-2023,2022,4463.7,,4463.709999999999,,231.4,48.0,,,,2.0,9.264,66.0,45.3,21.93,2.36,67968,10.87,4.46,0.18,15.48,4.88,1.47,78.4,35.7,12.4,10.4,9.1,19.2,26219,397.25,0
PA,42,42133,York County,"York County, Pennsylvania",COVID,2022-2023,2022,5954.9,,5954.89,,224.25,48.0,,,,0.0,5.291999999999999,505.38,41.0,18.17,2.51,79183,8.43,4.6,0.72,18.43,15.35,4.35,78.5,34.8,10.3,6.5,6.8,15.7,457051,904.366,1
CT,09,09110,CAPITOL,"Capitol Planning Region, Connecticut",FLU,2024-2025,2024,788.8,7708.0,,995.0,,61.0,26.0,38.27,82.8,,,951.17,39.8,17.12,2.43,88190,10.37,5.59,2.66,28.4,33.07,14.71,79.5,31.9,11.0,6.2,6.4,12.1,977165,1027.33,0
CT,09,09120,GREATER BRIDGEPORT,"Greater Bridgeport Planning Region, Connecticut",FLU,2024-2025,2024,1772.2,5784.0,,819.0,,61.0,27.0,30.33,75.9,,,2328.28,40.5,15.88,2.69,83147,12.92,7.69,6.35,28.32,34.45,20.96,77.7,28.3,9.9,5.9,5.9,11.9,326381,140.181,1
CT,09,09130,LOWER CONNECTICUT RIVER VALLEY,"Lower Connecticut River Valley Planning Region, Connecticut",FLU,2024-2025,2024,1424.3,2496.0,,352.0,,55.0,23.0,15.3,80.3,,,413.2,45.6,20.85,2.3,99742,6.26,4.11,1.13,33.31,16.11,7.98,79.3,30.3,9.4,6.3,6.6,11.1,175244,424.115,0
CT,09,09140,NAUGATUCK VALLEY,"Naugatuck Valley Planning Region, Connecticut",FLU,2024-2025,2024,1144.5,5172.0,,699.0,,58.0,23.0,30.39,77.3,,,1094.73,41.1,17.8,2.5,82939,10.08,6.37,1.6,23.6,31.05,13.39,77.5,31.5,11.0,7.1,6.8,13.3,451887,412.784,0
CT,09,09150,NORTHEASTERN CONNECTICUT,"Northeastern Connecticut Planning Region, Connecticut",FLU,2024-2025,2024,1562.4,1495.0,,202.0,,40.0,18.0,11.22,68.7,,,172.75,41.7,17.11,2.44,83119,8.73,7.45,0.13,18.03,14.82,4.67,77.8,32.6,10.3,7.7,7.0,14.6,95687,553.892,1
CT,09,09160,NORTHWEST HILLS,"Northwest Hills Planning Region, Connecticut",FLU,2024-2025,2024,820.8,925.0,,122.0,,38.0,16.0,7.62,85.2,,,143.26,45.1,20.44,2.4,87971,9.28,5.36,1.02,27.83,17.65,9.52,78.9,30.4,10.7,7.4,7.5,12.8,112696,786.642,0
CT,09,09170,SOUTH CENTRAL CONNECTICUT,"South Central Connecticut Planning Region, Connecticut",FLU,2024-2025,2024,1500.6,8573.0,,1104.0,,63.0,28.0,39.43,75.8,,,1555.95,39.9,17.5,2.42,83617,11.3,6.12,3.23,27.99,32.46,12.99,77.2,31.3,10.8,6.4,6.2,12.2,571298,367.169,0
CT,09,09180,SOUTHEASTERN CONNECTICUT,"Southeastern Connecticut Planning Region, Connecticut",FLU,2024-2025,2024,1548.7,4341.0,,494.0,,57.0,26.0,19.0,81.3,,,468.61,41.6,18.89,2.35,80330,9.5,5.32,1.36,23.86,21.1,8.23,79.9,33.6,10.8,6.9,6.6,13.3,280293,598.135,1
CT,09,09190,WESTERN CONNECTICUT,"Western Connecticut Planning Region, Connecticut",FLU,2024-2025,2024,1435.9,8912.0,,1131.0,,61.0,28.0,40.39,75.2,,,1166.41,41.1,16.22,2.66,118930,7.36,5.61,7.71,37.51,33.25,23.17,77.6,25.2,8.4,5.1,5.6,9.7,620666,532.117,0
DE,10,10001,KENT,"Kent County, Delaware",FLU,2024-2025,2024,3410.1,6220.0,,1337.0,,38.0,28.0,47.75,,,,311.23,38.5,17.62,2.59,69278,11.98,6.02,0.78,17.7,38.55,6.6,78.5,38.9,12.8,7.4,6.6,14.6,182400,586.061,1
DE,10,10003,NEW CASTLE,"New Castle County, Delaware",FLU,2024-2025,2024,2303.0,13140.0,,2449.0,,40.0,28.0,87.46,,,,1338.3,39.0,16.24,2.52,85309,10.23,5.42,2.48,26.53,41.4,11.78,77.1,37.7,13.1,6.6,6.2,14.0,570567,426.337,0
DE,10,10005,SUSSEX,"Sussex County, Delaware",FLU,2024-2025,2024,2739.5,6593.0,,1479.0,,40.0,28.0,52.82,,,,257.08,51.3,29.17,2.38,75406,11.46,5.05,0.23,23.99,21.95,7.47,82.7,38.0,14.2,9.0,9.5,13.7,240668,936.146,0
NY,36,36001,ALBANY,"Albany County, New York",FLU,2024-2025,2024,1255.4,3955.0,,447.0,,33.0,18.0,24.83,84.8,,,602.5,38.1,17.51,2.25,78829,11.94,5.25,4.62,29.87,27.9,11.41,79.6,32.2,9.1,5.1,5.7,11.4,315041,522.888,0
NY,36,36003,ALLEGANY,"Allegany County, New York",FLU,2024-2025,2024,2003.3,946.0,,95.0,,25.0,20.0,4.75,84.2,,,45.87,38.9,19.33,2.53,58725,15.32,7.31,0.2,15.55,5.61,1.74,79.5,32.7,10.7,7.8,7.8,14.8,47222,1029.435,0
NY,36,36005,BRONX,"Bronx County, New York",FLU,2024-2025,2024,3371.2,48654.0,,5434.0,,33.0,16.0,339.62,75.4,,,34219.2,35.0,13.28,2.64,47036,26.32,11.2,54.94,13.88,82.07,33.94,79.8,37.1,16.0,6.9,7.1,16.1,1443229,42.176,1
NY,36,36007,BROOME,"Broome County, New York",FLU,2024-2025,2024,1964.6,3897.0,,409.0,,32.0,19.0,21.53,90.8,,,281.11,39.7,19.74,2.31,58317,18.14,6.94,3.08,19.73,17.39,7.6,78.5,31.4,10.3,7.1,7.3,13.9,198365,705.651,0
NY,36,36009,CATTARAUGUS,"Cattaraugus County, New York",FLU,2024-2025,2024,924.7,712.0,,80.0,,25.0,20.0,4.0,86.9,,,58.86,42.5,19.94,2.36,56889,16.9,5.4,0.45,13.94,10.01,1.57,80.4,36.4,12.1,9.3,8.6,17.7,77000,1308.163,0
NY,36,36011,CAYUGA,"Cayuga County, New York",FLU,2024-2025,2024,1802.5,1373.0,,172.0,,27.0,20.0,8.6,86.7,,,110.14,43.4,20.05,2.34,63227,12.79,4.26,0.63,16.7,10.41,2.33,79.0,40.7,11.7,9.5,8.5,17.6,76171,691.587,0
NY,36,36013,CHAUTAUQUA,"Chautauqua County, New York",FLU,2024-2025,2024,1228.8,1566.0,,197.0,,28.0,20.0,9.85,92.8,,,120.18,42.8,20.81,2.29,54625,16.88,5.42,0.46,17.04,11.2,2.43,80.4,33.8,11.8,8.4,8.4,16.1,127440,1060.41,0
NY,36,36015,CHEMUNG,"Chemung County, New York",FLU,2024-2025,2024,2756.5,2304.0,,187.0,,32.0,17.0,11.0,84.7,,,205.2,41.7,19.59,2.29,61358,14.5,6.33,1.25,17.32,14.06,3.49,78.5,34.2,11.9,9.0,8.6,15.9,83584,407.333,1
NY,36,36017,CHENANGO,"Chenango County, New York",FLU,2024-2025,2024,2609.6,1229.0,,128.0,,33.0,16.0,8.0,90.8,,,52.71,44.9,21.32,2.33,61741,12.2,7.1,0.05,13.17,5.66,2.23,78.6,37.5,12.6,9.3,9.0,18.3,47096,893.443,0
NY,36,36019,CLINTON,"Clinton County, New York",FLU,2024-2025,2024,1540.6,1230.0,,144.0,,28.0,20.0,7.2,79.3,,,76.93,40.9,17.84,2.24,67097,12.01,4.66,0.17,18.8,9.7,4.87,80.8,41.1,11.4,8.1,7.3,17.5,79839,1037.751,0
NY,36,36021,COLUMBIA,"Columbia County, New York",FLU,2024-2025,2024,1335.6,821.0,,107.0,,23.0,20.0,5.35,90.4,,,96.85,49.3,24.77,2.34,81741,10.02,5.93,2.63,28.01,13.96,6.68,81.6,32.7,10.9,7.3,8.1,13.3,61469,634.663,0
NY,36,36023,CORTLAND,"Cortland County, New York",FLU,2024-2025,2024,3122.7,1460.0,,166.0,,30.0,20.0,8.3,88.1,,,93.74,36.3,16.5,2.33,65029,11.92,5.36,0.98,17.43,8.5,2.44,78.3,31.7,9.9,7.5,6.8,14.7,46755,498.774,1
NY,36,36025,DELAWARE,"Delaware County, New York",FLU,2024-2025,2024,2809.3,1254.0,,125.0,,27.0,20.0,6.25,80.8,,,30.94,48.9,25.2,2.26,58338,14.1,6.11,0.99,18.57,7.63,4.14,80.7,35.7,12.7,8.9,9.1,15.1,44637,1442.596,1
NY,36,36027,DUTCHESS,"Dutchess County, New York",FLU,2024-2025,2024,2916.0,8645.0,,908.0,,33.0,17.0,53.41,74.9,,,372.63,42.9,18.4,2.45,94578,8.15,4.97,4.22,27.73,26.72,11.14,80.8,34.1,10.1,6.0,6.6,11.8,296467,795.602,1
NY,36,36029,ERIE,"Erie County, New York",FLU,2024-2025,2024,1339.8,12745.0,,1052.0,,33.0,20.0,52.6,81.5,,,912.25,40.1,18.47,2.28,68014,13.42,4.95,3.01,25.68,24.62,7.36,81.0,32.3,10.3,6.6,6.9,14.5,951232,1042.732,0
NY,36,36031,ESSEX,"Essex County, New York",FLU,2024-2025,2024,1621.4,605.0,,81.0,,25.0,20.0,4.05,76.0,,,20.8,49.2,24.83,2.23,68090,9.84,5.07,0.51,24.17,6.86,4.07,80.1,35.9,11.4,8.1,8.6,16.2,37314,1794.122,0
NY,36,36033,FRANKLIN,"Franklin County, New York",FLU,2024-2025,2024,1862.7,884.0,,106.0,,27.0,18.0,5.89,95.0,,,29.13,41.9,18.44,2.28,60270,16.26,5.15,1.35,15.79,16.02,3.89,78.6,36.7,12.0,9.5,8.8,18.4,47459,1629.296,0
NY,36,36035,FULTON,"Fulton County, New York",FLU,2024-2025,2024,1856.2,989.0,,94.0,,32.0,20.0,4.7,82.5,,,107.54,44.2,20.15,2.35,60557,13.66,4.31,0.49,14.03,8.95,2.03,79.6,36.5,12.3,9.7,8.8,19.9,53280,495.46,0
NY,36,36037,GENESEE,"Genesee County, New York",FLU,2024-2025,2024,2097.8,1221.0,,136.0,,26.0,20.0,6.8,78.5,,,118.08,42.7,19.47,2.34,68178,10.26,4.73,0.12,16.64,9.02,2.61,78.5,35.3,11.3,8.8,8.3,16.5,58204,492.939,0
NY,36,36039,GREENE,"Greene County, New York",FLU,2024-2025,2024,1558.2,749.0,,114.0,,28.0,19.0,6.0,83.4,,,74.27,47.0,23.16,2.52,70294,9.81,2.8,1.38,20.91,13.8,5.58,79.9,32.2,10.9,7.4,7.7,14.1,48067,647.161,0
NY,36,36041,HAMILTON,"Hamilton County, New York",FLU,2024-2025,2024,1100.2,56.0,,10.0,,15.0,16.0,0.62,67.9,,,2.96,56.4,32.0,2.83,66891,10.63,4.91,0.49,18.84,7.54,1.71,82.3,37.6,14.6,11.7,11.1,17.8,5090,1717.378,0
NY,36,36043,HERKIMER,"Herkimer County, New York",FLU,2024-2025,2024,2200.9,1327.0,,148.0,,31.0,18.0,8.22,90.1,,,42.74,44.3,21.32,2.39,68104,11.84,4.16,0.21,15.95,6.61,2.54,79.8,37.8,11.4,8.6,8.2,16.5,60293,1410.586,0
